"ramily_",138,81,2813.641912708637,22828.16085180506,139.03,2.74,280.37,"x"
"mifu",72,54,2812.3647335252545,22822.89527804823,135.04,2.28,270.68,"x"
"hsterts",301,160,2809.2369695694088,22815.03115693941,128.14,2.75,268.24,"x"
"cat",404,220,2809.4834281980593,22814.414544594383,116.59,2.49,250.85,"x"
"navarchofthesky",399,213,2807.798359907054,22810.99590412347,123.83,2.53,263.45,"x"
"laurent",267,157,2807.796760410412,22810.813777161504,137.69,2.9,279.55,"x"
"fasdfasdfasd",212,126,2806.710973507892,22808.37132770674,140.93,3.06,283.12,"x"
"mahrrk",55,43,2810.158402802754,22805.09034633242,133.52,2.87,277.82,"x"
"szabolcs",387,215,2804.606801193596,22800.882609809712,108.75,2.27,244.74,"x"
"microblizz",96,68,2803.4025078480645,22789.07432799714,143.97,3.04,287.73,"x"
"casquade",79,58,2802.7003782976244,22788.33011303997,137.77,2.83,286.92,"x"
"kirigo",133,87,2795.5591020540674,22773.36197424018,150.08,2.92,296.13,"x"
"chilledpanda",211,127,2796.3963792129107,22773.07208273952,135.9,3.09,274.67,"x"
"myangelmanus",656,333,2794.1676816294994,22769.272179358264,128.2,2.61,269.71,"x"
"leli8215",106,70,2793.519917428119,22768.73004563964,127.97,2.52,256.98,"x"
"cemy",282,158,2793.2307853427023,22767.688420190785,128.68,2.91,266.79,"x"
"easydoesit",142,89,2790.211354969305,22756.379955864402,142.42,3.11,272.8,"x"
"brilatas",165,96,2793.782785244186,22753.566375954535,133.91,2.98,281.38,"x"
"gary0728",188,114,2782.622575387354,22736.59606891408,130.45,2.64,265.95,"x"
"muse918",186,108,2780.164980012421,22728.31305398935,123.07,2.37,252.13,"x"
"xiajibawan",468,238,2778.664527005222,22723.433441853518,134.71,2.91,273.58,"x"
"madkiwi",75,58,2783.2584130011455,22716.495059234476,133.83,3.11,266.06,"x"
"kyarakutaa",210,124,2776.2016663271897,22716.174866613837,133.01,3.11,266.75,"x"
"blank33",207,124,2775.6328200946145,22711.42759391106,132.59,2.94,277.67,"x"
"hugh777",106,71,2776.2877800435317,22711.37721400357,127.62,2.66,276.71,"x"
"blink",74,52,2776.912166419607,22706.56534345489,138.41,3.18,291.06,"x"
"groober",275,150,2771.5232595464504,22701.403634510836,126.29,2.82,253.37,"x"
"zack101155",217,127,2771.519814406612,22701.058827654728,119.84,2.2,261,"x"
"no180spin",706,346,2771.697701025724,22701.015667363477,117.33,2.3,254.48,"x"
"cat_noises",106,73,2768.1353546908585,22689.59023564439,120.56,2.52,251.2,"x"
"ppisland",155,92,2767.734880525075,22686.27886992684,124.64,2.73,270.25,"x"
"riddos",87,61,2767.27521105546,22685.814454909396,143.54,3.1,290.2,"x"
"luminaries",328,163,2765.8707183844936,22682.624820926743,145.15,3.62,277.19,"x"
"cyrek",65,49,2767.5376584117084,22682.068981732347,129.27,2.37,270.93,"x"
"freemag",65,47,2772.7652704378625,22681.010556006077,126.59,3.32,265.85,"x"
"acaciawood",200,112,2764.892900328019,22679.352018191134,128.5,2.8,261.07,"x"
"fmzero",159,97,2760.0512730529754,22664.336830086333,114.06,2.37,247.51,"x"
"kixenon",50,38,2765.1300479620486,22664.148836824155,143.62,3.29,292.91,"x+"
"666nimabi",218,116,2758.7024830318514,22660.972387544854,125.17,2.83,255.66,"x"
"jyin",34,31,2763.969142716471,22659.37612479087,148.11,2.96,300.61,"x+"
"garbo",258,144,2757.776491511605,22658.39932079356,128.47,2.74,267.04,"x"
"murachan",535,264,2757.942679848158,22658.294989404374,109.78,2.61,236.96,"x"
"buhuhu",75,47,2757.8975840115136,22656.441340349287,130.9,3.15,264.89,"x"
"urakihobnna",215,116,2757.6356414554075,22655.726884622876,135.95,2.89,271.46,"x"
"tmori",320,170,2757.2479727557106,22654.74178668197,145.06,3.08,274.06,"x"
"stickman",64,50,2764.094893250204,22654.548248206982,150.45,3.21,296.86,"x+"
"apollo18",254,131,2756.826195378577,22653.58066532832,135.39,2.93,278.72,"x"
"dashpepperyoshi",138,91,2755.207671939425,22649.584334690204,140.73,2.92,284.68,"x"
"intris",159,92,2754.945730059453,22649.578748245513,138.72,3.21,276.24,"x"
"simplyswiftness2",331,177,2752.9262199166096,22643.200201404325,125.4,3.06,250.85,"x"
"waraku_chise",159,98,2752.8571078602267,22641.052907601865,124.39,2.62,256.04,"x"
"thevazquez",146,87,2754.2386586919283,22635.07948226871,128.11,3.04,265.86,"x"
"danielperson",94,64,2750.673003418231,22634.612498006853,123.73,3.33,261.57,"x"
"notsmolapple",62,49,2755.748473167379,22632.452938005867,133.59,2.97,275.75,"x"
"overshadowsxuwu",145,92,2752.0111025743845,22632.239939168285,129.67,2.85,261.86,"x"
"122333hello",262,146,2748.514671276646,22628.088389376855,121.32,2.87,255.1,"x"
"reisen_64",171,101,2749.256945612418,22622.83855280122,126.52,2.94,258.63,"x"
"simpshrimp",61,46,2755.6333142254184,22619.352475336014,158.17,3.44,316.06,"x+"
"yuu777lucky",182,104,2743.8716082273413,22612.492088613468,122.65,2.82,253.59,"x"
"user-12312021",302,170,2744.0478685577473,22610.38124014028,115.35,2.55,246.5,"x"
"xfly_dragon",51,42,2744.9434429886514,22608.86369196062,129.53,3.15,261.49,"x"
"huy6969",183,106,2745.9005466135927,22604.5737615812,137.76,3.36,276.81,"x"
"_sirius_",287,152,2740.3538776884907,22601.42803115275,120.02,3,249.73,"x"
"tomato901030",218,110,2739.6428639776295,22600.91782683555,121.43,2.56,249.16,"x"
"grostymito",124,80,2740.280838032346,22600.582583045983,125.47,2.66,255.81,"x"
"apleryt",50,36,2745.0707432741383,22595.60165148013,132.77,3.08,268.75,"x"
"south-london",188,111,2738.827263825315,22594.77983960798,130.68,3.09,259.72,"x"
"your_mum_la",68,49,2742.973708458207,22594.205188176325,120.65,2.61,263.88,"x"
"itstheblank",96,66,2737.849402459332,22591.97136629965,122.33,2.53,258.11,"x"
"relu",253,141,2735.9421128330496,22586.147865899606,117.46,2.36,248.18,"x"
"icelyn",312,157,2735.7264879824334,22585.790920949323,113.31,2.77,230.35,"x"
"lymiya",28,24,2753.402129503067,22585.59207714263,137.86,2.98,281.13,"x"
"syellow",497,261,2734.657358591624,22582.85974245694,121.72,2.92,255.03,"x"
"zerie",323,168,2734.9227269362877,22582.75791581448,118.46,2.72,240.01,"x"
"lucidjustin1860",128,82,2734.0658783900944,22581.52347996919,125.44,2.99,250.06,"x"
"tks-",237,130,2733.2574289593513,22579.890533461206,121.69,2.82,253.96,"x"
"agar02",142,88,2737.6747997525986,22577.255774743688,132.51,2.68,273.1,"x"
"viktoriya",233,121,2732.6261141236937,22576.63838270171,121.19,2.63,255.12,"x"
"brian",145,85,2732.037015164772,22573.379996507323,123.94,2.84,254.11,"x"
"ringoame",65,48,2732.4095107443745,22569.01717286215,144.82,3.35,283.3,"x"
"sosobingo",263,142,2729.904073967503,22567.695380357087,107.53,2.23,241.81,"x"
"shardnguyen",159,96,2727.7936413890525,22562.136774382278,115.7,2.56,246.68,"x"
"indopock",200,109,2727.9873397086394,22560.933038864696,108.44,2.36,240.96,"x"
"t3ddi21",195,112,2726.9477207782193,22557.698091045968,114.69,2.79,236.85,"x"
"ix1iv",52,45,2728.9480633061557,22554.60541661977,166.35,3.1,313.5,"x+"
"missionfailed",290,153,2723.1748806058085,22545.57682061775,111.47,2.43,244.7,"x"
"hanjo",110,71,2726.87477430939,22543.14240090714,145.39,3.07,282.89,"x"
"lau",408,213,2723.8039433916756,22542.290545999233,115.55,2.83,246.91,"x"
"gardensail",91,64,2731.216373075242,22541.523650750794,148.6,3.43,279.05,"x"
"flareon",219,123,2721.4452642733286,22539.712868749753,140.63,3.15,284.01,"x"
"epicewic1",71,48,2722.099386999962,22537.65910136714,120.35,2.75,235.73,"x"
"gendragfan",144,93,2723.933042853933,22537.53049905983,149.57,3.25,296.66,"x+"
"fleron_aikoyumi",240,128,2719.880099572038,22534.801563227447,120.32,2.74,245.36,"x"
"quinty",94,59,2719.6415849614305,22531.338238143173,132.97,3.26,269.93,"x"
"sthesuper",110,69,2719.7994912187305,22530.55786761146,118.25,2.27,251.42,"x"
"singularity36",131,80,2718.957019261449,22529.836293027147,118.31,2.51,242.85,"x"
"shining3878",79,53,2718.9138859166087,22529.343003103804,126.89,3.05,262.14,"x"
"vyishere",186,104,2718.3772660720215,22529.030100589847,128.76,2.79,261.61,"x"
"gila",135,86,2717.423773212802,22526.89568232927,120.16,2.82,253.22,"x"
"takat",85,54,2716.75761716161,22523.963078288463,129.89,2.93,254.4,"x"
"wootae",153,91,2715.377984367964,22521.090821725993,125.17,3.41,245.35,"x"
"alsoknownas",139,83,2714.647171516832,22518.06303149064,115.81,2.72,244.17,"x"
"tetris_tv",200,116,2713.514605040898,22512.85585655669,115.84,2.74,253.61,"x"
"veroch551",661,339,2713.1170507808392,22512.374289313546,108.66,2.82,225.29,"x"
"ricel123",126,81,2717.986942692798,22512.01681828755,128.63,2.64,257.38,"x"
"kwikscoper",30,29,2720.3373582064455,22509.85906659575,152.59,3.47,283.36,"x"
"needleww",152,92,2712.400806381857,22509.625390364094,106.86,2.03,233.03,"x"
"braxybra",116,70,2712.421381972372,22507.98345786607,111.96,2.51,242.48,"x"
"freyhoe",70,50,2712.523304481034,22506.135695942146,128.27,3.03,260.4,"x"
"intermittence",64,49,2712.9862209705075,22503.018087971628,142.66,3.24,275.96,"x"
"woshizhazha120",290,165,2710.067367821038,22501.758246030688,121.87,3.04,247.53,"x"
"obungo",403,204,2709.578800950721,22500.855894361233,113.07,2.36,244.59,"x"
"yjykzl",209,115,2710.2468934038575,22500.813177242162,114.9,2.42,232.97,"x"
"c0ldwind",634,313,2706.5003098505695,22490.147545080683,118.25,2.99,244.34,"x"
"avilia",526,256,2707.173290075763,22490.002150108776,114.35,2.33,245.61,"x"
"sakufence",215,114,2704.7750331230955,22484.235481290394,126.74,2.88,254.76,"x"
"326785",103,70,2705.695175548663,22483.175675774448,115.91,2.41,243.29,"x"
"porol",201,118,2704.2113925640874,22482.27338272211,130.4,2.87,263.17,"x"
"tea_spin_",440,229,2703.4350441216875,22478.060219965457,134.22,2.98,274.27,"x+"
"jota-",41,32,2705.365602343305,22459.778462507205,132.92,2.98,268.33,"x"
"chillhopper",199,110,2698.2891211262695,22459.735639815888,110.21,2.43,234.82,"x"
"shan_tc",104,69,2714.3158424255435,22456.299472321884,135.12,3.1,269.98,"x"
"ccccccy",178,104,2693.6260156377916,22445.376703460883,125.93,2.87,256.29,"x"
"raiko",31,28,2699.5661121934163,22430.210021381765,125.59,2.68,257.96,"x"
"dar-weenies",132,76,2687.5588556741527,22423.67703410271,121.04,2.82,247.2,"x"
"jhinta",163,104,2686.0694490134606,22420.44188320233,118.76,2.58,247.9,"x"
"thedownstacker",474,244,2686.5328164164557,22420.326229129867,117.12,2.89,246.57,"x"
"ixk",92,61,2684.2460828074936,22411.958395464088,119.44,2.76,246.04,"x"
"ekammo",97,58,2685.262042212083,22411.44311337068,121.2,2.99,257.76,"x"
"mochisharvey",583,283,2683.321755353163,22408.590993194735,105.45,2.28,226.41,"x"
"asceri",325,169,2682.008881467134,22405.322567331703,119.71,2.63,248.85,"x"
"azuuuu",200,115,2682.066712386452,22404.848902493744,114.9,2.6,241.12,"x"
"lita",142,92,2684.3921620755273,22403.294833261727,143.94,3.04,277.08,"x+"
"wd_",68,52,2685.795590186144,22401.288370694536,119.34,3.22,247.42,"x"
"jcromn",290,156,2680.806087800757,22399.502675549913,111.91,2.49,234.99,"x"
"bennxt",36,30,2684.5963993551422,22396.40503845625,142.47,2.97,277.91,"x+"
"neuralg",245,145,2679.5886271369873,22394.940171352788,126.1,2.82,254.26,"x"
"goorumi",329,178,2671.0222923770043,22365.245707185197,105.98,2.8,228.75,"x"
"pwooof",257,145,2670.6706999968446,22362.749075722302,114.3,2.64,223.68,"x"
"someone-bn",159,98,2670.1935735031448,22361.49048222441,122.62,2.78,246.74,"x"
"chickenmaryo",337,173,2666.3781536480533,22347.88667909784,126.08,2.69,264.1,"x"
"shinosuki",166,96,2663.9331002023514,22340.78319220218,109.93,2.35,234.62,"x"
"xepher",128,78,2661.426029462169,22330.47037390441,114.56,2.74,234.44,"x"
"winterfrost",195,105,2659.6310235572064,22323.81442311101,109.69,2.75,220.74,"x"
"ricecon",164,100,2656.9195990821995,22316.286365599473,103.2,2.38,222.51,"x"
"mickeyzch",49,36,2657.660904057536,22309.05702244675,139.98,3.06,278.4,"x"
"einz",346,171,2654.9478025287767,22307.230731363954,113.48,2.77,237.49,"x"
"13asuu",327,170,2654.178170543303,22305.18327656728,111.49,2.36,235.81,"x"
"uigalaxy",34,27,2664.1242634852692,22304.575836987486,160.94,4.11,295.51,"x"
"reputation",107,69,2652.8245758671696,22300.15884349216,126.58,3.62,249.45,"x"
"bird123",32,30,2661.936593092817,22297.62380698476,151.88,3.32,293.65,"x+"
"giyeon",29,23,2665.706445444327,22297.5801872125,127.3,3.01,261.16,"x"
"xtremex",55,41,2653.929669995448,22294.014510801746,108.94,2.25,231.28,"x"
"pust1ch",112,74,2650.4923649602047,22289.770401495578,117.1,2.83,242.47,"x"
"e12345e",75,53,2649.9408577178506,22287.642179387716,124.5,2.69,255.03,"x"
"iljain",1189,558,2648.8156202023247,22285.14342598419,109.53,2.47,222.06,"x"
"blindboxhead",43,38,2656.207254828884,22283.821460463958,122.73,3.01,265.33,"x"
"69q",33,29,2653.5694880606206,22279.502229166304,116.84,2.2,242.52,"x"
"2eo",174,98,2645.578312139978,22273.39147251082,116.29,2.54,236.5,"x"
"yukipidia",108,67,2640.7037039184665,22255.765154485154,120.84,2.55,250.01,"x"
"kp019",304,170,2639.1655776791836,22249.97532176702,117.76,2.68,244.48,"x"
"iceytetris",179,104,2643.229115115069,22245.400339685133,118,2.59,249.23,"x"
"natsukac",43,32,2640.3747141284957,22237.43763931102,127.35,2.99,253.91,"x"
"star",37,30,2642.458461679274,22232.14419494546,149.01,3.31,299.43,"x+"
"-icetea-",53,42,2637.4387503749845,22229.536178182017,143.77,2.97,277.61,"x"
"torrential",177,105,2632.9368207165803,22223.290270505004,106.77,2.35,221.32,"x"
"doggomp3",214,137,2631.6862999701298,22220.02162599375,116.16,2.88,246.3,"x"
"limsy",228,123,2631.377175025604,22217.06224798665,127.71,2.88,259,"x"
"colinyz",50,40,2631.2460957095527,22207.09145754638,128.85,2.85,255.12,"x"
"qzphs",153,88,2627.747845971038,22206.273025723134,107.84,2.53,233.85,"x"
"meditation",352,173,2627.61413188455,22205.48965043792,126.83,3.25,254.26,"x"
"eawowa",164,88,2627.562370423311,22202.395129031276,133.99,2.8,259.44,"x"
"tebo",44,40,2630.1827702132973,22201.261080832428,133.36,2.95,270.95,"x"
"mjliam",183,110,2626.089219922726,22200.29241703355,110.71,2.64,232.23,"x"
"morazul",50,37,2633.7544664352554,22190.82355468455,147.15,3.27,291.06,"x"
"haydedanny",227,136,2623.710684958431,22190.328072287484,115.8,2.85,230.95,"x"
"lishian",309,175,2623.277269640011,22189.809345932266,105.07,2.5,227.33,"x"
"guger",138,90,2632.729700461441,22186.307490234798,112.88,2.57,237.14,"x"
"ft029",121,77,2621.3247234709106,22179.037594319227,99.16,2.14,209.03,"x"
"kipuru",65,46,2625.0649772908614,22178.90086879876,126.36,2.95,256.11,"x"
"nuuweilol",146,92,2621.515501674019,22174.79927447803,120.85,2.71,241.21,"x"
"b2gan",288,161,2618.3383410349297,22169.69592337659,113.01,2.52,232.08,"x"
"joacom",184,109,2617.533729071974,22166.06029596322,109.8,2.92,229.29,"x"
"gelatinousboi",126,76,2616.3351517271626,22161.488198173396,129.36,2.97,260.91,"x"
"gumveauo",275,148,2615.7963431686994,22158.36672426669,108.66,2.36,221.51,"x"
"espergifts",131,86,2615.5655535000706,22157.17653777712,128.5,3.58,243.25,"x"
"10e",106,68,2614.373321811172,22154.87064260987,121.36,2.18,260.72,"x+"
"testplaying",201,114,2614.08817435141,22152.587178412145,106.42,2.62,227.89,"x"
"jaazen",68,48,2615.8571634239756,22148.040217406768,115.11,2.42,241.1,"x"
"rateaaa",47,38,2615.8741633723653,22140.31878769951,119.82,2.83,237.1,"x"
"izco",161,95,2605.574696448025,22121.721336883977,104.32,2.55,221.43,"x"
"potato2017",43,35,2614.533413070207,22119.673660846318,133.1,2.83,261.05,"x"
"xxisuckxx",425,220,2605.3421183668947,22118.943786258984,111.27,2.1,225.56,"x"
"sonchae_",188,113,2603.757805455419,22112.937240082414,109.84,2.75,228.3,"x"
"meias",82,56,2609.538816587063,22110.469438844426,137.81,2.94,271.19,"x"
"tysoning",71,50,2605.4330697185883,22107.538761796477,118.17,3,236.84,"x"
